date,measurement1,measurement2,user,context1,context2
2019-07-20 07:09:00,10.4,52.0,Justin,entity2,entity1
2019-07-21 08:49:00,10.133333333333333,34.0,Justin,entity2,entity1
2019-07-22 06:17:00,11.216666666666667,22.0,Justin,entity2,entity1
2019-07-23 05:28:00,10.116666666666667,11.0,Justin,entity2,entity2
2019-07-24 06:26:00,10.783333333333333,36.0,Justin,entity2,entity2
2019-07-25 05:52:00,10.05,46.0,Justin,entity2,entity2
2019-07-26 05:47:00,9.116666666666667,46.0,Justin,entity2,entity3
2019-07-27 08:25:00,10.6,13.0,Justin,entity2,entity3
2019-07-28 06:59:00,18.566666666666666,43.0,Justin,entity2,entity3
2019-07-29 05:55:00,10.183333333333334,38.0,Justin,entity2,entity1
2019-07-30 06:06:00,10.1,34.0,Justin,entity2,entity1
2019-07-31 05:32:00,9.916666666666668,43.0,Justin,entity2,entity1
2019-08-01 05:42:00,10.433333333333334,27.0,Justin,entity2,entity1
2019-08-02 05:03:00,10.166666666666666,23.0,Justin,entity2,entity1
2019-08-03 06:24:00,10.766666666666667,24.0,Justin,entity3,entity1
2019-08-04 06:33:00,8.966666666666667,17.0,Justin,entity3,entity1
2019-08-05 06:46:00,10.95,31.0,Justin,entity3,entity1
2019-08-06 05:11:00,9.916666666666668,43.0,Justin,entity2,entity1
2019-08-07 06:14:00,10.916666666666666,22.0,Justin,entity2,entity1
2019-08-08 04:40:00,5.166666666666666,19.0,Justin,entity2,entity1
2019-08-09 05:10:00,10.183333333333334,16.0,Justin,entity2,entity1
2019-08-10 00:16:00,4.65,18.0,Justin,entity3,entity1
2019-08-11 05:58:00,10.316666666666666,33.0,Justin,entity2,entity2
2019-08-12 06:52:00,8.15,14.0,Justin,entity2,entity1
2019-08-13 06:03:00,12.733333333333333,41.0,Justin,entity2,entity1
2019-08-14 06:00:00,11.05,27.0,Justin,entity2,entity1
2019-08-29 04:42:00,9.433333333333334,46.0,Justin,entity2,entity2
2019-08-30 04:34:00,9.533333333333333,29.0,Justin,entity2,entity1
2019-08-31 06:01:00,9.95,14.0,Justin,entity2,entity1
2019-09-01 06:36:00,10.433333333333334,33.0,Justin,entity2,entity1
2019-09-02 05:54:00,11.416666666666666,18.0,Justin,entity2,entity1
2019-09-03 05:03:00,9.316666666666666,28.0,Justin,entity2,entity1
2019-09-04 05:37:00,10.333333333333334,22.0,Justin,entity2,entity1
2019-09-05 05:12:00,9.983333333333334,20.0,Justin,entity2,entity1
2019-09-06 04:42:00,9.166666666666668,29.0,Justin,entity2,entity1
2019-09-07 07:29:00,10.2,13.0,Justin,entity2,entity1
2019-09-08 05:58:00,10.383333333333333,28.0,Justin,entity3,entity1
2019-09-09 05:26:00,10.066666666666666,64.0,Justin,entity2,entity1
2019-09-10 05:21:00,10.366666666666667,23.0,Justin,entity2,entity1
2019-09-11 05:05:00,10.166666666666666,24.0,Justin,entity2,entity1
2019-09-12 03:26:00,9.15,16.0,Justin,entity3,entity1
2019-09-13 05:43:00,10.95,14.0,Justin,entity3,entity1
2019-09-14 05:07:00,8.233333333333334,16.0,Justin,entity3,entity1
2019-09-15 07:23:00,11.7,56.0,Justin,entity2,entity1
